t,Icx,Icy,Icz,Bmx,Bmy,Bmz,Bcx,Bcy,Bcz
9.510770,0.040611,0.012261,0.940720,9.209609,6.645690,15.755492,8.782284,6.356199,15.437768
9.542031,0.040611,0.012261,0.940720,9.440009,6.334957,15.741303,8.782284,6.356199,15.437768
9.593268,0.042739,0.002902,0.937913,9.541020,5.925099,15.553808,8.959284,5.683199,15.296768
9.624530,0.042739,0.002902,0.937913,9.555209,5.602556,15.625766,8.959284,5.683199,15.296768
9.675586,0.044701,0.006310,0.934776,9.641694,4.916000,15.597050,9.124284,5.017199,15.132768
9.706852,0.044701,0.006310,0.934776,9.641694,4.617016,15.366650,9.124284,5.017199,15.132768
9.758742,0.046495,0.015335,0.931309,9.785947,3.979197,15.294354,9.277284,4.362199,14.945768
9.790010,0.046495,0.015335,0.931309,9.814663,3.669069,15.207870,9.277284,4.362199,14.945768
9.840653,0.048137,0.024170,0.927510,10.045401,3.358940,15.164627,9.418284,3.717199,14.736768
9.871912,0.048137,0.024170,0.927510,9.915674,3.048812,15.034901,9.418284,3.717199,14.736768
9.923029,0.049611,0.032803,0.923396,9.958916,2.738683,14.905174,9.547284,3.085199,14.505768
9.954289,0.049611,0.032803,0.923396,10.074116,2.428555,14.674774,9.547284,3.085199,14.505768
10.005418,0.050933,0.041219,0.918996,10.074116,2.341732,14.588289,9.665284,2.466199,14.252768
10.036678,0.050933,0.041219,0.918996,10.203843,2.082278,14.473089,9.665284,2.466199,14.252768
10.087912,0.052102,0.049404,0.914280,10.261612,1.621140,14.343363,9.771284,1.861199,13.978768
10.119169,0.052102,0.049404,0.914280,10.275801,1.433645,14.083909,9.771284,1.861199,13.978768
10.170395,0.053117,0.057343,0.909308,10.376812,1.102233,13.968371,9.866284,1.271199,13.685768
10.201660,0.053117,0.057343,0.909308,10.434581,0.799537,13.939656,9.866284,1.271199,13.685768
10.253023,0.053994,0.065024,0.904050,10.448770,0.540084,13.608244,9.950284,0.697199,13.371768
10.284273,0.053994,0.065024,0.904050,10.319043,0.338399,13.493044,9.950284,0.697199,13.371768
10.335268,0.054717,0.072431,0.898535,10.506539,-0.079496,13.276833,10.023284,0.140199,13.040768
10.366520,0.054717,0.072431,0.898535,10.405528,-0.237939,13.161295,10.023284,0.140199,13.040768
10.417738,0.055301,0.079580,0.892779,10.535254,-0.583877,13.089337,10.086284,-0.398801,12.690768
10.448997,0.055301,0.079580,0.892779,10.621739,-0.641646,12.873126,10.086284,-0.398801,12.690768
10.500171,0.055733,0.086428,0.886782,10.708223,-1.131499,12.714684,10.138284,-0.918801,12.323768
10.531427,0.055733,0.086428,0.886782,10.477823,-1.275753,12.411988,10.138284,-0.918801,12.323768
10.582657,0.056039,0.092974,0.880573,10.708223,-1.592637,12.368746,10.180284,-1.420801,11.940768
10.613912,0.056039,0.092974,0.880573,10.694034,-1.708175,11.965376,10.180284,-1.420801,11.940768
10.667309,0.056206,0.099220,0.874168,10.636266,-2.039587,11.806596,10.211284,-1.901801,11.541768
10.698569,0.056206,0.099220,0.874168,10.593023,-2.169313,11.532954,10.211284,-1.901801,11.541768
10.747783,0.056247,0.105151,0.867581,10.650792,-2.515251,11.388700,10.233284,-2.361801,11.128768
10.779038,0.056247,0.105151,0.867581,10.607550,-2.817947,11.086005,10.233284,-2.361801,11.128768
10.830095,0.056164,0.110782,0.860812,10.636266,-2.990916,10.942089,10.245284,-2.800801,10.702768
10.861364,0.056164,0.110782,0.860812,10.722750,-3.206790,10.653582,10.245284,-2.800801,10.702768
10.912569,0.055955,0.116070,0.853877,10.578497,-3.235843,10.639393,10.248284,-3.217801,10.264768
10.943834,0.055955,0.116070,0.853877,10.506539,-3.495297,10.322171,10.248284,-3.217801,10.264768
10.994971,0.055621,0.121044,0.846821,10.636266,-3.898666,9.932991,10.242284,-3.613801,9.814768
11.026239,0.055621,0.121044,0.846821,10.607550,-4.100350,9.861033,10.242284,-3.613801,9.814768
11.077325,0.055176,0.125676,0.839628,10.679508,-4.086161,9.644821,10.227284,-3.985801,9.353768
11.108578,0.055176,0.125676,0.839628,10.607550,-4.302373,9.428610,10.227284,-3.985801,9.353768
11.160019,0.054620,0.129980,0.832314,10.492012,-4.460815,9.183683,10.203284,-4.335801,8.884768
11.191272,0.054620,0.129980,0.832314,10.664981,-4.677026,8.866461,10.203284,-4.335801,8.884768
11.242372,0.053938,0.133943,0.824923,10.636266,-4.792226,8.708019,10.171284,-4.661801,8.406768
11.273627,0.053938,0.133943,0.824923,10.636266,-5.022964,8.463092,10.171284,-4.661801,8.406768
11.324814,0.053159,0.137563,0.817456,10.333570,-5.080395,8.261407,10.131284,-4.964801,7.920768
11.356084,0.053159,0.137563,0.817456,10.448770,-5.311133,7.929658,10.131284,-4.964801,7.920768
11.407214,0.052282,0.140857,0.809913,10.463297,-5.527345,7.627300,10.082284,-5.243801,7.429768
11.438470,0.052282,0.140857,0.809913,10.333570,-5.455387,7.497573,10.082284,-5.243801,7.429768
11.489828,0.051295,0.143795,0.802339,10.261612,-5.671598,7.209066,10.026284,-5.498801,6.933768
11.521097,0.051295,0.143795,0.802339,10.405528,-5.988483,6.978666,10.026284,-5.498801,6.933768
11.572150,0.050196,0.146407,0.794734,10.290327,-6.175978,6.589486,9.963284,-5.730801,6.432768
11.603414,0.050196,0.146407,0.794734,10.247085,-6.132736,6.272264,9.963284,-5.730801,6.432768
11.654467,0.049027,0.148677,0.787113,10.117358,-6.031725,6.085106,9.892284,-5.937801,5.929768
11.685719,0.049027,0.148677,0.787113,10.059927,-6.190167,5.955379,9.892284,-5.937801,5.929768
11.736933,0.047747,0.150607,0.779492,10.088643,-6.319894,5.667210,9.813284,-6.121801,5.424768
11.768196,0.047747,0.150607,0.779492,10.016685,-6.305705,5.306745,9.813284,-6.121801,5.424768
11.819696,0.046384,0.152210,0.771900,10.016685,-6.305705,5.162830,9.729284,-6.281801,4.918768
11.850966,0.046384,0.152210,0.771900,9.930201,-6.651305,4.802365,9.729284,-6.281801,4.918768
11.901917,0.044937,0.153487,0.764322,9.814663,-6.723601,4.456427,9.637284,-6.417801,4.412768
11.933181,0.044937,0.153487,0.764322,9.886958,-6.709074,4.326700,9.637284,-6.417801,4.412768
11.984364,0.043407,0.154424,0.756805,9.814663,-6.608063,4.067247,9.539284,-6.530801,3.908768
12.015627,0.043407,0.154424,0.756805,9.742705,-6.579348,3.779077,9.539284,-6.530801,3.908768
